Name,Genre,GenreCluster
Khel Khilari Ka,"Action, Thriller",1
Khel Toh Ab Shuru Hoga,"Action, Thriller",1
Khela,"Comedy, Drama",1
Khelein Hum Jee Jaan Sey,"Action, Drama, History",1
Khichdi: The Movie,"Comedy, Family",1
Khiladi,"Action, Mystery, Romance",5
Khiladi 420,"Action, Romance, Thriller",5
Khiladi 786,"Action, Comedy",1
Khiladiyon Ka Khiladi,"Action, Crime, Drama",1
Khilari,"Action, Sci-Fi",1
Khilona,"Drama, Musical, Romance",3
Khoj,"Mystery, Thriller",1
Khoj,"Crime, Mystery, Thriller",1
Khokababu,"Comedy, Romance",5
Khoobsurat,"Action, Comedy, Romance",5
Khoobsurat,"Comedy, Romance",5
Khoon Aur Paani,"Action, Drama",1
Khoon Bhari Maang,"Drama, Thriller, Action",1
Khoon Ka Karz,"Action, Crime, Drama",1
Khoon Ka Rishta,Action,1
Khoon Ki Keemat,"Action, Thriller",1
Khoon Ki Pyasi,Horror,0
Khoon Pasina,"Action, Drama",1
Khooni Ilaaka: The Prohibited Area,Horror,0
Khooni Murdaa,Horror,0
Khooni Panja,Horror,0
Khopdi: The Skull,Horror,0
Khosla Ka Ghosla!,"Comedy, Crime, Drama",1
Khota Paisa,Drama,1
Khote Sikkay,"Action, Crime, Drama",1
Khoya,Drama,1
Khoya Khoya Chand,"Drama, Romance",5
Khubsoorat,"Comedy, Drama, Family",1
Khuda Gawah,"Action, Adventure, Drama",4
Khuda Haafiz,"Action, Adventure, Drama",4
Khuda Hafiz,Drama,1
Khuda Kasam,"Action, Crime, Drama",1
Khud-Daar,"Action, Drama",1
Khuddar,"Action, Drama, Thriller",1
Khudgarz,Drama,1
Khufia Mahal,"Adventure, Comedy, Drama",4
Khule-Aam,Action,1
Khullam Khulla Pyaar Karen,Comedy,1
Khushboo,"Drama, Romance",5
Khushi,"Action, Comedy, Drama",1
Khwaab,Drama,1
Khwaabb,"Drama, Romance, Sport",7
Khwab,"Crime, Drama, Romance",5
Khwab Sare Jhootey,Drama,1
Khwahish,"Drama, Romance, Musical",3
Ki & Ka,"Comedy, Romance",5
Kick,"Action, Comedy, Crime",1
Kidnap,"Action, Crime, Drama",1
Kill Dil,"Action, Comedy, Drama",1
Killer,"Action, Crime, Drama",1
Kinara,"Drama, Romance",5
Kinare Kinare,"Drama, Romance",5
King Kong,"Action, Adventure, Comedy",4
King Uncle,"Comedy, Drama, Family",1
Kirayadar,"Comedy, Drama",1
Kirket,"Drama, Sport",7
Kis Kis Ki Kismat,"Comedy, Drama, Romance",5
Kis Kisko Pyaar Karoon,"Comedy, Romance",5
Kis Kiss Ka Kissa,Drama,1
Kisaan,"Action, Crime, Drama",1
Kisan Aur Bhagwan,"Action, Comedy, Drama",1
Kisan Kanya,Drama,1
Kishen Kanhaiya,"Action, Comedy, Drama",1
Kismat,"Musical, Family, Drama",3
Kismat,"Action, Drama",1
Kismat Konnection,"Comedy, Drama, Romance",5
Kismet,Drama,1
Kismet Ka Khel,"Action, Crime, Drama",1
Kismet Love Paisa Dilli,"Adventure, Comedy, Crime",4
Kismetwala,"Action, Drama",1
Kisna: The Warrior Poet,"Drama, Musical, Romance",3
Kiss Kis Ko,Musical,3
Kissaa Kursee Kaa,Drama,1
Kisse Pyaar Karoon?,"Action, Comedy, Crime",1
Kissebaaz,"Action, Comedy, Crime",1
Kissi Se Na Kehna,"Comedy, Romance",5
Kitaab,Drama,1
Kites,"Action, Drama, Romance",5
Kitne Door... Kitne Paas,"Comedy, Romance",5
Knock Out,"Action, Crime, Drama",1
Kohinoor,"Action, Adventure, Comedy",4
Kohra,"Mystery, Thriller",1
Kohraa,"Drama, Musical, Mystery",3
Kohraam,Action,1
Kohram,"Action, Comedy, Drama",1
Koi Aap Sa: But Lovers Have to Be Friends,"Comedy, Drama, Romance",5
Koi Hai,"Drama, Horror",0
Koi Jaane Na,Thriller,1
Koi Jeeta Koi Haara,"Drama, Romance",5
Koi Mere Dil Mein Hai,"Drama, Romance",5
Koi Mere Dil Se Poochhe,"Musical, Romance, Thriller",3
Koi... Mil Gaya,"Action, Drama, Romance",5
Kondaveeti Raja,"Action, Drama",1
Kondura (The Sage from the Sea),Drama,1
Kora Kagaz,"Drama, Musical, Family",3
Kosa,Drama,1
Koshish,Drama,1
Kottai Mariamman,Drama,1
Kottayam,"Crime, Drama, Romance",5
Koyelaanchal,"Action, Drama",1
Koyla,"Action, Drama, Musical",3
Kranti,"Action, Adventure, Drama",4
Kranti,"Action, Drama",1
Krantikari,"Action, Crime, Drama",1
Krantiveer,"Action, Crime, Drama",1
Krantiveer: The Revolution,"Action, Crime, Drama",1
Krazzy 4,"Comedy, Crime, Drama",1
Krina,Thriller,1
Krish Trish and Baltiboy: Face Your Fears,Animation,1
Krishan Avtaar,Action,1
Krishna,"Action, Drama, Romance",5
Krishna Arjun,Drama,1
Krishna Aur Kans,"Animation, Action, Adventure",4
Krishna Cottage,"Horror, Mystery",0
Kriya,"Drama, Fantasy, Horror",0
Kroadh,"Action, Crime, Drama",1
Krodh,"Action, Comedy, Drama",1
Krodhi,"Action, Crime, Thriller",1
Krrish,"Action, Adventure, Sci-Fi",4
Krrish 3,"Action, Adventure, Sci-Fi",4
Kshatriya,"Action, Drama, War",6
Kshay,Drama,1
Kucch Luv Jaisaa,Drama,1
Kucch To Hai,"Horror, Mystery",0
Kuch Der Aur,Drama,1
Kuch Khatta Kuch Meetha,Comedy,1
Kuch Khatti Kuch Meethi,"Comedy, Drama, Romance",5
Kuch Kuch Hota Hai,"Comedy, Drama, Musical",3
Kuch Kuch Locha Hai,"Comedy, Drama",1
Kuch Naa Kaho,"Comedy, Drama, Romance",5
Kuch Pal Pyar Ke,Drama,1
Kuch Tum Kaho Kuch Hum Kahein,"Action, Drama, Romance",5
Kuchh Bheege Alfaaz,Romance,5
Kuchh Meetha Ho Jaye,"Comedy, Romance",5
Kudiyon Ka Hai Zamaana,Comedy,1
Kudrat,"Drama, Mystery, Romance",5
Kudrat,"Action, Drama, Romance",5
Kudrat Ka Kanoon,Mystery,1
Kuk Doo Koo,Comedy,1
Kuku Mathur Ki Jhand Ho Gayi,"Comedy, Romance",5
Kuldip Patwal: I Didn't Do It!,"Crime, Drama, Mystery",1
Kundan,"Crime, Drama",1
Kundan,"Action, Drama",1
Kunwara,"Comedy, Drama, Romance",5
Kunwara Baap,"Comedy, Drama",1
Kunwara Paying Guest,Drama,1
Kurbaan,"Action, Drama, Romance",5
Kurbaan,"Action, Crime, Drama",1
Kurukshetra,"Action, Crime, Drama",1
Kuselan,"Comedy, Drama, Family",1
Kushti,Comedy,1
Kutte Ki Dum,Comedy,1
Kya Dilli Kya Lahore,"Drama, History, War",6
Kya Kehna,"Drama, Romance",5
Kya Love Story Hai,"Comedy, Drama, Romance",5
Kya Yahi Sach Hai,"Crime, Drama, Thriller",1
Kya Yehi Pyaar Hai,"Drama, Romance",5
Kyaa Kool Hai Hum,"Comedy, Mystery",1
Kyaa Kool Hain Hum 3,Comedy,1
Kyaa Super Kool Hain Hum,Comedy,1
Kyo Kii... Main Jhuth Nahin Bolta,"Action, Comedy, Drama",1
Kyon Ki...,"Drama, Romance",5
Kyun! Ho Gaya Na...,"Comedy, Drama, Romance",5
Laadla,"Drama, Family",1
Laadli Laila,Comedy,1
Laaga Chunari Mein Daag: Journey of a Woman,"Drama, Family, Romance",5
Laal Kaptaan,"Action, Adventure, Drama",4
Laal Rang,"Comedy, Crime, Drama",1
Laali Ki Shaadi Mein Laaddoo Deewana,"Comedy, Drama, Musical",3
Laat Saab,"Action, Crime, Drama",1
Laawaris,"Drama, Action, Musical",3
Laawaris,"Action, Crime, Drama",1
Lab Kush,Family,1
Ladies First,Romance,5
Ladies Tailor,Comedy,1
Ladies Tailor,Comedy,1
Ladies vs. Ricky Bahl,"Comedy, Crime, Drama",1
Ladki,Comedy,1
Lafange,"Drama, Family",1
Lafangey Parindey,"Action, Drama, Romance",5
Lagaan: Once Upon a Time in India,"Drama, Musical, Sport",7
Lage Raho Munna Bhai,"Comedy, Drama, Romance",5
Lagna Pahave Karun,Romance,5
Lagori,"Drama, Mystery, Thriller",1
Lahoo Ke Do Rang,"Action, Drama",1
Lahore,"Action, Drama, Sport",7
Lahore Confidential,"Crime, Drama, Thriller",1
Lahu Ke Do Rang,"Action, Drama",1
Laila,"Crime, Thriller",1
Laila Majnu,Romance,5
Laila Majnu,"Drama, Romance",5
Lajja,"Action, Crime, Drama",1
Lajwanti,"Drama, Family",1
Lajwanti,"Drama, Romance",5
Lakeer - Forbidden Lines,"Action, Romance",5
Lakeer Ka Fakeer,Crime,1
Lakhon Ki Baat,"Comedy, Musical, Romance",3
Lakhon Me Ek,"Comedy, Drama",1
Lakshmanrekha,Drama,1
Lakshmi,Drama,1
Lakshmi,Drama,1
Lakshya,"Action, Drama, Romance",5
Lal Baadshah,"Action, Drama",1
Lal Bangla,Mystery,1
Lal Kothi,Thriller,1
Lal Patthar,Drama,1
Lal Quila,Thriller,1
Lal Salaam,"Musical, Action, Drama",3
Lala Hardaul,History,1
Lambu Dada,"Action, Crime, Drama",1
Lamhaa: The Untold Story of Kashmir,"Action, Drama, Thriller",1
Lamhe,"Drama, Musical, Romance",3
Land of the Gods,Drama,1
Lanka,"Action, Crime, Drama",1
Lashkar,"Action, Crime, Drama",1
Lashtam Pashtam,Drama,1
Last Chance: The Moment I Finally Embraced the Futility of Existence,"Comedy, Drama",1
Lateef,"Action, Crime, Drama",1
Lateef to laden,Comedy,1
Latt Saheb,"Comedy, Drama, Musical",3
Lav Kush,"Adventure, Drama, Fantasy",4
Lava Kusa: The Warrior Twins,Animation,1
Lavanya Preeti,Drama,1
Laxmii,"Action, Comedy, Horror",0
Le Gaya Saddam,Comedy,1
Le Halua Le,"Comedy, Drama, Romance",5
Leader,"Comedy, Romance, Thriller",5
Leatherface,"Action, Adventure",4
Leaving Home: The Life and Music of Indian Ocean,"Documentary, Music",1
Lekar Hum Deewana Dil,"Comedy, Romance",5
Lekin...,"Drama, Fantasy, Musical",3
Lens,"Drama, Mystery, Thriller",1
Let's Be Friends!,"Comedy, Drama, Family",1
Let's Bring Our Heroes Home,"Action, Drama, Thriller",1
Let's Dance,"Crime, Drama, Musical",3
Let's Enjoy,Comedy,1
Let's Talk About 'It',"Horror, Mystery",0
Liar's Dice,"Adventure, Drama, Family",4
Libaas,Drama,1
LIE,"Action, Adventure, Thriller",4
Life Express,Drama,1
Life in a Metro,"Comedy, Drama, Romance",5
Life Is Beautiful,"Comedy, Romance",5
Life Ki Aisi Ki Taisi,Comedy,1
Life Ki Toh Lag Gayi,"Action, Comedy",1
Life Mein Kabhie Kabhiee,"Drama, Thriller",1
Life Mein Time Nahi Hai Kisi Ko,"Comedy, Drama",1
Life of an Outcast,Drama,1
Life of Pi,"Adventure, Drama, Fantasy",4
Life's for Living: Aadmi,"Drama, Romance",5
Life's Good,"Drama, Family",1
Lihaaf: The Quilt,Drama,1
Like Stars on Earth,"Drama, Family",1
Lingaa,"Action, Comedy, Drama",1
Lion,"Biography, Drama",1
Lipstick Under My Burkha,"Comedy, Drama",1
Listen... Amaya,Drama,1
Little Baby,Family,1
Little John,"Action, Fantasy, Musical",3
Little Singham: Kaal Ka Badla,"Animation, Action",1
Little Terrors,Drama,1
Loafer,"Action, Comedy, Romance",5
Loafer,"Romance, Thriller",5
LOC: Kargil,"Drama, History, War",6
Loev,"Drama, Romance",5
Login,"Drama, Thriller",1
Loha,"Action, Drama, Thriller",1
Loha,Action,1
Lohardaga,Drama,1
Loins of Punjab Presents,"Comedy, Music",1
London,"Action, Comedy, Drama",1
London Calling,"Action, Drama, Fantasy",1
London Confidental,"Crime, Drama, Thriller",1
London Dreams,"Drama, Music",1
London Paris New York,Romance,5
Long Dark Road,"Crime, Drama, Thriller",1
Long Live Brij Mohan,"Comedy, Crime, Drama",1
Loot,"Action, Comedy, Crime",1
Lootcase,"Comedy, Crime",1
Lootera,"Drama, Romance",5
Lootere,"Action, Romance, Thriller",5
Lorni - The Flaneur,"Crime, Mystery",1
Love,"Drama, Musical, Romance",3
Love 86,"Drama, Romance",5
Love Aaj Kal,"Drama, Romance",5
Love Aaj Kal,"Comedy, Drama, Romance",5
Love Alive,Thriller,1
Love and Shukla,"Comedy, Drama, Romance",5
Love at Times Square,"Drama, Romance",5
Love Birds,Romance,5
Love Breakups Zindagi,"Comedy, Drama, Romance",5
Love Exchange,Romance,5
Love Express,"Comedy, Drama",1
Love Game,Romance,5
Love Games,"Crime, Thriller",1
Love in India,"Documentary, Drama",1
Love in Japan,"Action, Comedy, Crime",1
Love in Nepal,"Drama, Mystery, Romance",5
Love in Tokyo,"Romance, Comedy, Drama",5
Love Ke Chakkar Mein,Comedy,1
Love Ke Funday,Comedy,1
Love Ke Liye Kuch Bhi Karega,"Comedy, Crime, Romance",5
Love Khichdi,"Comedy, Drama, Romance",5
Love Love Love,"Drama, Romance",5
Love Marriage,Romance,5
Love Per Square Foot,"Comedy, Romance",5
Love Qubool Hai,"Drama, Romance",5
Love Shagun,"Comedy, Romance",5
Love Sonia,Drama,1
Love Sorries,"Comedy, Drama, Romance",5
Love Story,"Drama, Musical, Romance",3
Love Story 2050,"Action, Adventure, Drama",4
Love Trainning,Comedy,1
Love U... Mr. Kalakaar!,"Drama, Romance",5
Love Will Take Over,"Comedy, Drama, Music",1
Love You to Death,"Comedy, Thriller",1
Lovefucked,"Drama, Romance",5
LoveShhuda,"Comedy, Romance",5
"Lovesongs: Yesterday, Today & Tomorrow",Drama,1
"LSD: Love, Sex Aur Dhokha","Comedy, Crime, Drama",1
Lucifer,"Action, Crime, Drama",1
Luck,"Action, Adventure, Drama",4
Luck by Chance,Drama,1
Luckhnowi Ishq,Drama,1
Lucknow Central,"Action, Crime, Drama",1
Lucky Kabootar,Comedy,1
Lucky: No Time for Love,"Musical, Drama, Romance",3
Ludo,"Action, Comedy, Crime",1
Luka Chuppi,"Comedy, Romance",5
Lupt,"Horror, Thriller",0
Lust Stories,"Drama, Romance",5
Luv Ka the End,"Comedy, Drama",1
Luv Shuv Pyar Vyar,Romance,5
Luv Shuv Tey Chicken Khurana,Comedy,1
Luv U Alia,"Family, Romance",5
Luv U Soniyo,"Comedy, Romance",5
LuvUTurn,Romance,5
M Cream,"Adventure, Comedy, Drama",4
M.... Matric Pass,"Drama, Romance",5
M.A.D: Mad About Dance,"Drama, Musical",3
M.S. Dhoni: The Untold Story,"Biography, Drama, Sport",7
Ma Beta,"Comedy, Crime, Drama",1
Maa,"Drama, Fantasy",1
Maa,"Drama, Romance",5
Maa,"Drama, Family",1
Maa Aur Mamta,Drama,1
Maa Baap,"Family, Romance",5
Maa Beti,Drama,1
Maa Kasam,Action,1
Maa Kasam,Action,1
Maa Tujhhe Salaam,"Action, Drama",1
Maachis,"Action, Crime, Drama",1
Maain Bhi Ladki Hun,Drama,1
Maal Road Dilli,Comedy,1
Maan Abhiman,"Drama, Family",1
Maan Gaye Mughall-E-Azam,"Comedy, Crime, Drama",1
Maan Maryada,Action,1
Maanthrikam,"Action, Comedy, Drama",1
Maassab (The Teacher),Drama,1
Maati Maangey Khoon,"Action, Thriller",1
Maatr,Thriller,1
Maazii,"Crime, Drama, Thriller",1
Machaan,"Drama, Romance",5
Machhli Jal Ki Rani Hai,Horror,0
Machine,"Action, Mystery, Romance",5
Madaari,"Adventure, Drama, Thriller",4
Madam Chief Minister,Drama,1
Madam X,"Action, Crime, Drama",1
Madari,"Action, Fantasy",1
Made in China,"Comedy, Drama",1
Madholal Keep Walking,"Comedy, Drama",1
Madhosh,"Drama, Musical, Romance",3
Madhoshi,"Musical, Mystery, Drama",3
Madhubaala,Thriller,1
Madhumati,"Fantasy, Musical, Mystery",3
Madly,"Drama, Romance",5
Madly Bangali,"Drama, Music, Musical",3
Madmast Barkhaa,"Romance, Thriller",5
Madras Cafe,"Action, Drama, Thriller",1
Madurey,Action,1
Mafia,Action,1
Magroor,Action,1
Maha Shaktimaan,"Action, Adventure, Fantasy",4
Mahaadev,"Action, Drama",1
Mahaan,"Action, Comedy, Drama",1
Mahabali Hanuman,"Adventure, Family, Fantasy",4
Mahabharat,"Action, Adventure, Fantasy",4
Mahabharat,"Animation, Action, Adventure",4
Mahabharat Aur Barbareek,"Drama, Fantasy, War",6
Mahaguru,"Action, Comedy, Crime",1
Mahal,"Drama, Horror, Mystery",0
Mahal,"Crime, Mystery, Romance",5
Mahananda,Romance,5
Maharaja,"Action, Adventure, Comedy",4
Maharana Pratap: The First Freedom Fighter,"Action, War",6
Maharathi,"Crime, Drama, Mystery",1
Maha-Sangram,"Action, Drama, Romance",5
Mahayoddha Rama,Animation,1
Mahek,Family,1
Mahesh Dattani's Hasmukh Saab ki Wasihat,Drama,1
Mahua,"Musical, Romance",3
Mai,"Drama, Family",1
Mai Baap,"Comedy, Drama",1
Maidan-E-Jung,"Action, Drama",1
Main Aisa Hi Hoon,"Drama, Family, Musical",3
Main Aur Charles,"Action, Biography, Crime",1
Main Aur Mera Hathi,"Action, Drama",1
Main Aur Mr. Riight,"Comedy, Romance",5
Main Awara Hoon,"Drama, Family",1
Main Azaad Hoon,Drama,1
Main Balwaan,Drama,1
Main Chup Rahungi,"Drama, Family",1
Main Hoon Na,"Action, Comedy, Drama",1
Main Hoon Rajinikanth,Comedy,1
Main Khiladi Tu Anari,"Action, Comedy",1
Main Krishna Hoon,"Animation, Family, Musical",3
Main Mulayam Singh Yadav,Biography,1
Main Prem Ki Diwani Hoon,"Comedy, Drama, Musical",3
Main Solah Baras Ki,"Musical, Romance",3
Main Sunder Hoon,"Comedy, Drama, Romance",5
Main Tera Hero,"Action, Comedy, Romance",5
Main Tere Pyaar Mein Pagal,Comedy,1
Main Tulsi Tere Aangan Ki,"Drama, Family",1
Main Tumhare Bachche ki Maa Banne Waali Hoon,Romance,5
Main Zaroor Aaunga,"Horror, Thriller",0
Main Zinda Hoon,Drama,1
"Main, Meri Patni... Aur Woh!","Comedy, Drama, Romance",5
Maine Dil Tujhko Diya,"Action, Romance",5
Maine Pyaar Kyun Kiya,"Comedy, Drama, Romance",5
Majaal,Drama,1
Majaz: Ae Gham-e-Dil Kya Karun,Biography,1
Majboor Ladki,Thriller,1
Majhli Didi,Drama,1
Majjma,Drama,1
Major Saab,"Action, Drama, Romance",5
Majunu,"Action, Drama, Romance",5
Malaal,"Action, Drama, Romance",5
Malamaal Weekly,Comedy,1
Malang,"Action, Crime, Drama",1
Malik Ek,"Biography, Drama, History",1
Mammo,Drama,1
Mamta,"Drama, Romance",5
Man Ka Meet,"Action, Thriller",1
Man Mandir,"Drama, Family",1
Manasarovar,Drama,1
Manavata,"Drama, Romance",5
Manchala,Romance,5
Manchali,"Comedy, Romance, Musical",3
Mandi,"Comedy, Drama",1
Mangal Pandey,"Action, Crime, Drama",1
Mangal Pandey: The Rising,"Biography, Drama, History",1
Mangalashtak Once More,"Drama, Romance",5
Mangalsutra,"Horror, Thriller",0
Manikanda,"Action, Crime, Drama",1
Manikarnika: The Queen of Jhansi,"Action, Biography, Drama",1
Manjhi: The Mountain Man,"Adventure, Biography, Drama",4
Manjunath,"Biography, Drama",1
Manmatha Leelai,"Comedy, Drama, Romance",5
Man-Mauji,"Comedy, Musical",3
Manokaamnaa,"Drama, Romance",5
Manorama: Six Feet Under,"Crime, Drama, Mystery",1
Manoranjan,"Comedy, Musical, Romance",3
Manto,"Biography, Drama",1
Mantostaan,"Drama, History",1
Manzil,"Drama, Romance",5
Manzil,"Drama, Romance, Family",5
Manzilein Aur Bhi Hain,Drama,1
Maqbool,"Crime, Drama, Thriller",1
Maqsad,"Action, Crime",1
Mard,"Action, Drama, Romance",5
Mard,Action,1
Mard Ko Dard Nahin Hota,"Action, Comedy",1
Mardaani,"Action, Crime, Drama",1
Mardaani 2,"Action, Crime, Drama",1
Margarita with a Straw,Drama,1
Marigold,"Comedy, Music, Romance",5
Marine Drive,"Action, Crime, Drama",1
Marjaavaan,"Action, Drama, Romance",5
Market,"Drama, Musical",3
Marne Bhi Do Yaaron,Comedy,1
Maroon,Thriller,1
Marshal,Action,1
Marte Dam Tak,"Action, Drama",1
Marudhar Express,"Drama, Romance",5
Mary Kom,"Action, Biography, Drama",1
Maryada,"Family, Romance",5
Masaan,Drama,1
Masala Chai,Documentary,1
Masala Republic,"Comedy, Thriller",1
Maseeha,"Action, Crime, Drama",1
Mashaal,Drama,1
Mashaal,"Action, Drama, Family",1
Mashooka,"Drama, Musical, Romance",3
Maska,"Comedy, Drama, Romance",5
Maska,"Action, Comedy, Drama",1
Masoom,Drama,1
Masoom,"Action, Comedy, Thriller",1
Massey Sahib,Drama,1
Mast,"Comedy, Musical, Romance",3
Mast Kalandar,"Action, Drama, Thriller",1
Mastana,"Drama, Comedy, Family",1
Master,Action,1
Masterji,"Comedy, Drama, Romance",5
Masti,"Comedy, Crime, Mystery",1
Masti Express,"Adventure, Comedy, Drama",4
MASTI NAHI SASTI,Comedy,1
Mastizaade,Comedy,1
Mastram,"Biography, Drama",1
Mati Manas,"Documentary, Drama",1
Matru ki Bijlee ka Mandola,"Comedy, Drama",1
Matrubhoomi: A Nation Without Women,Drama,1
Mausam,"Musical, Romance",3
Mausam,"Drama, Romance, War",6
Mausam Ikrar Ke Do Pal Pyar Ke,Drama,1
Maut,Horror,0
Maut Ke Peeche Maut,Horror,0
Mawaali,"Action, Drama",1
Mawali No.1,Action,1
Maximum,"Action, Crime, Drama",1
Maya,Drama,1
Maya,"Drama, Mystery, Romance",5
Maya Bazaar,"Adventure, Fantasy",4
Maya Darpan,Drama,1
Mayurpankh,"Adventure, Drama, Musical",3
Mazaa Mazaa,Romance,5
Mazaaq,Comedy,1
Mazdoor,Drama,1
Mazdoor,"Drama, Romance",5
Mazdoor Zindabaad,Drama,1
Me and Mrs. Khanna,"Comedy, Drama, Romance",5
Medal,Drama,1
Mee Raqsam,Drama,1
Mee Sindhutai Sapkal,"Biography, Drama",1
Meenakshi,Drama,1
Meendum Kokila,"Comedy, Drama, Romance",5
Meera,"Drama, History",1
Meera Ka Mohan,Romance,5
Meeruthiya Gangsters,"Comedy, Crime",1
Meet Mere Man Ke,"Action, Drama",1
Megalopolis,Mystery,1
Meharbaani,Drama,1
Mehboob Ki Mehndi,"Drama, Musical, Romance",3
Mehbooba,"Drama, Romance",5
Mehbooba,"Drama, Romance",5
Mehndi,Drama,1
Mehndi Lagi Mere Haath,"Comedy, Drama, Romance",5
Mehrban,Drama,1
Mehsampur,Drama,1
Mela,"Family, Romance, Drama",5
Mela,"Drama, Family",1
Mela,"Action, Adventure, Comedy",4
Melody,"Drama, Musical",3
Mem Sahib,"Comedy, Drama, Romance",5
Mem-Didi,"Comedy, Drama",1
Memories,"Drama, Mystery",1
Memories in March,Drama,1
Memsaab,Thriller,1
Men Not Allowed,"Drama, Romance",5
Mera Damad,"Comedy, Drama",1
Mera Desh Mera Dharam,Drama,1
Mera Dil Tere Liye,Romance,5
Mera Gaon Mera Desh,"Action, Drama",1
Mera Haque,Action,1
Mera Naam Johar,"Comedy, Drama",1
Mera Naam Joker,"Comedy, Drama",1
Mera Naseeb,Drama,1
Mera Pati Sirf Mera Hai,"Drama, Family",1
Mera Rakshak,"Action, Crime, Drama",1
Mera Ramrajya Nai Kranti,Drama,1
Mera Saathi,Drama,1
Mera Saaya,"Drama, Musical, Mystery",3
Mera Shikar,Action,1
Meraa Dost Meraa Dushman,Action,1
Meraa Ghar Mere Bachche,"Drama, Family",1
Mere Aagosh Mein,Thriller,1
Mere Apne,Drama,1
Mere Baad,Drama,1
Mere Baap Pehle Aap,"Comedy, Drama, Romance",5
Mere Bhaiya,"Drama, Family",1
Mere Brother Ki Dulhan,"Comedy, Drama, Family",1
Mere Dad Ki Maruti,"Comedy, Drama, Romance",5
Mere Do Anmol Ratan,Drama,1
Mere Dost Picture Abhi Baaki Hai,Comedy,1
Mere Haule Dost,"Comedy, Drama",1
Mere Humsafar,"Drama, Romance",5
Mere Huzoor,"Drama, Romance",5
Mere Jeevan Saathi,"Drama, Adventure, Action",4
Mere Jeevan Saathi,"Drama, Music, Romance",5
Mere Khwabon Mein Jo Aaye,"Drama, Fantasy, Musical",3
Mere Mehboob,"Comedy, Drama, Romance",5
Mere Paas Baap Hai,Comedy,1
Mere Sajana Saath Nibhana,"Drama, Musical",3
Mere Sanam,"Musical, Romance",3
Mere Yaar Ki Shaadi Hai,"Comedy, Drama, Romance",5
Meri Aawaz Suno,"Action, Crime, Drama",1
Meri Adaalat,"Action, Thriller",1
Meri Bhabhi,"Drama, Family",1
Meri Biwi Ka Jawab Nahin,"Action, Comedy, Romance",5
Meri Biwi Ki Shaadi,"Comedy, Drama",1
Meri Ganga Ki Saugandh,Action,1
Meri Jung,"Action, Drama",1
Meri Majboorii...,"Action, Crime, Drama",1
Meri Nimmo,Drama,1
Meri Pyaari Bahania Banegi Dulhania,Family,1
Meri Pyaari Bindu,"Comedy, Drama, Romance",5
Meri Zabaan,"Action, Crime, Drama",1
Michael,"Drama, Thriller",1
Mickey Virus,"Comedy, Thriller",1
Midnight's Children,Drama,1
Milan,"Drama, Musical, Romance",3
Milan Talkies,"Drama, Romance",5
Milap,"Drama, Horror, Thriller",0
Milenge Milenge,"Drama, Romance",5
Milestone,Drama,1
Miley - Naa Miley - Hum,"Comedy, Drama, Romance",5
Mili,"Drama, Romance, Family",5
Milta Hai Chance by Chance,Comedy,1
Mind,"Drama, Romance",5
Mirch,"Comedy, Drama, Fantasy",1
Mirch Masala,"Drama, Thriller",1
Mirchi: It's Hot,Crime,1
Mirror Game,"Crime, Mystery, Thriller",1
Mirza Ghalib,"Biography, Drama, Musical",3
Mirza Juuliet,Drama,1
Mirza Sahiban,Romance,5
Mirza's Lady,"Action, Drama, Fantasy",1
Mischief,"Drama, Family",1
Miss 420,"Action, Romance, Thriller",5
Miss Frontier Mail,Drama,1
Miss India,Drama,1
Miss Lovely,"Crime, Drama, Romance",5
Miss Manorama,Drama,1
Miss Pamela,Drama,1
Miss Tanakpur Haazir Ho,"Comedy, Crime, Family",1
Miss Teacher,Romance,5
Missed Call,"Comedy, Drama",1
Missing,"Drama, Mystery, Thriller",1
Missing on A Weekend,Thriller,1
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,"Action, Adventure, Drama",4
Mission Kashmir,"Action, Drama, Thriller",1
Mission Mangal,"Drama, History",1
Mission Mumbai,Action,1
Mithya,"Comedy, Crime, Thriller",1
Mitr: My Friend,Drama,1
Mitron,Comedy,1
Mitti,"Action, Drama",1
Mitti Aur Sona,"Action, Drama",1
Mixed Doubles,"Comedy, Drama",1
Mmirsa,Drama,1
Mod,"Drama, Romance, Thriller",5
Moh Maya Money,"Crime, Drama, Thriller",1
Mohabbat,Romance,5
Mohabbat,"Drama, Romance",5
Mohabbat Aur Jung,Action,1
Mohabbat Isko Kahete Hain,"Drama, Romance",5
Mohabbat Ki Aag,"Drama, Romance",5
Mohabbat Ki Arzoo,"Action, Drama, Romance",5
Mohabbatein,"Musical, Drama, Romance",3
Mohalla Assi,"Comedy, Drama",1
Mohan Joshi Hazir Ho!,Drama,1
Mohan Rakesh's Adhe Adhure,Drama,1
Mohandas,Thriller,1
Mohenjo Daro,"Action, Adventure, Drama",4
Mohra,"Action, Drama, Thriller",1
Mohre,"Drama, Mystery",1
Moksh To Maya,Thriller,1
Moksha: Salvation,"Crime, Drama, Thriller",1
Mokssh,"Drama, Musical",3
Mom,"Crime, Drama, Thriller",1
Mome Ki Gudiya,"Crime, Drama, Romance",5
Money Hai Toh Honey Hai,"Comedy, Drama",1
Monica,"Biography, Drama, Thriller",1
Monsoon,"Comedy, Drama, Romance",5
Monsoon Shootout,"Action, Crime, Drama",1
