Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_News,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,genre_list,Year_norm,Duration_norm,Rating_norm,Votes_log,actors_list,director_list,apriori_items
102 Not Out,2018,102,"Comedy, Drama",7.4,6619,Umesh Shukla,Amitabh Bachchan,Rishi Kapoor,Vijay Raaz,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']",0.9666666666666667,0.3177570093457944,0.74,8.797850648931053,"['Amitabh Bachchan', 'Rishi Kapoor', 'Vijay Raaz']",['Umesh Shukla'],"['Comedy', 'Drama', 'Amitabh Bachchan', 'Rishi Kapoor', 'Vijay Raaz', 'Umesh Shukla']"
10ml LOVE,2010,87,"Comedy, Drama, Romance",6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0.8777777777777778,0.27102803738317754,0.63,5.093750200806762,"['Neil Bhoopalam', 'Anusha Bose', 'Manu Rishi Chadha']",['Sharat Katariya'],"['Comedy', 'Drama', 'Romance', 'Neil Bhoopalam', 'Anusha Bose', 'Manu Rishi Chadha', 'Sharat Katariya']"
12 O'Clock,1958,132,"Crime, Drama, Mystery",7.2,72,Pramod Chakravorty,Guru Dutt,Waheeda Rehman,Shashikala,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Crime', 'Drama', 'Mystery']",0.3,0.411214953271028,0.72,4.290459441148391,"['Guru Dutt', 'Waheeda Rehman', 'Shashikala']",['Pramod Chakravorty'],"['Crime', 'Drama', 'Mystery', 'Guru Dutt', 'Waheeda Rehman', 'Shashikala', 'Pramod Chakravorty']"
12 O'Clock,2021,105,"Horror, Thriller",4.4,63,Ram Gopal Varma,Mithun Chakraborty,Makrand Deshpande,Dalip Tahil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Horror', 'Thriller']",1.0,0.32710280373831774,0.44000000000000006,4.1588830833596715,"['Mithun Chakraborty', 'Makrand Deshpande', 'Dalip Tahil']",['Ram Gopal Varma'],"['Horror', 'Thriller', 'Mithun Chakraborty', 'Makrand Deshpande', 'Dalip Tahil', 'Ram Gopal Varma']"
127 B,2017,116,"Comedy, Horror",6.6,26,Seshu Kmr,Mast Ali,Aziz Naser,Heena Shaik,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Horror']",0.9555555555555556,0.3613707165109034,0.6599999999999999,3.295836866004329,"['Mast Ali', 'Aziz Naser', 'Heena Shaik']",['Seshu Kmr'],"['Comedy', 'Horror', 'Mast Ali', 'Aziz Naser', 'Heena Shaik', 'Seshu Kmr']"
13B: Fear Has a New Address,2009,146,"Drama, Horror, Mystery",7.3,6329,Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Drama', 'Horror', 'Mystery']",0.8666666666666667,0.45482866043613707,0.73,8.753055515138222,"['Madhavan', 'Neetu Chandra', 'Poonam Dhillon']",['Vikram K. Kumar'],"['Drama', 'Horror', 'Mystery', 'Madhavan', 'Neetu Chandra', 'Poonam Dhillon', 'Vikram K. Kumar']"
15 Park Avenue,2005,116,Drama,7.1,1002,Aparna Sen,Shabana Azmi,Konkona Sen Sharma,Rahul Bose,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.8222222222222222,0.3613707165109034,0.71,6.910750787961936,"['Shabana Azmi', 'Konkona Sen Sharma', 'Rahul Bose']",['Aparna Sen'],"['Drama', 'Shabana Azmi', 'Konkona Sen Sharma', 'Rahul Bose', 'Aparna Sen']"
15th August,1993,168,Drama,5.6,15,Vicky Ranawat,Ronit Roy,Tisca Chopra,Shakti Kapoor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.6888888888888889,0.5233644859813084,0.5599999999999999,2.772588722239781,"['Ronit Roy', 'Tisca Chopra', 'Shakti Kapoor']",['Vicky Ranawat'],"['Drama', 'Ronit Roy', 'Tisca Chopra', 'Shakti Kapoor', 'Vicky Ranawat']"
16 December,2002,158,"Action, Thriller",6.9,1235,Mani Shankar,Milind Soman,Danny Denzongpa,Gulshan Grover,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']",0.7888888888888889,0.49221183800623053,0.6900000000000001,7.119635638017636,"['Milind Soman', 'Danny Denzongpa', 'Gulshan Grover']",['Mani Shankar'],"['Action', 'Thriller', 'Milind Soman', 'Danny Denzongpa', 'Gulshan Grover', 'Mani Shankar']"
18.11,2014,126,Action,3.5,10,Mohibul Haque,Rehal Khan,Gulshan Grover,Mukesh Tiwari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action'],0.9222222222222223,0.3925233644859813,0.35,2.3978952727983707,"['Rehal Khan', 'Gulshan Grover', 'Mukesh Tiwari']",['Mohibul Haque'],"['Action', 'Rehal Khan', 'Gulshan Grover', 'Mukesh Tiwari', 'Mohibul Haque']"
19 Revolutions,2004,94,Drama,4.5,16,Sridhar Reddy,Tarun Arora,Gulshan Grover,Vinay Pandey,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.8111111111111111,0.29283489096573206,0.45,2.833213344056216,"['Tarun Arora', 'Gulshan Grover', 'Vinay Pandey']",['Sridhar Reddy'],"['Drama', 'Tarun Arora', 'Gulshan Grover', 'Vinay Pandey', 'Sridhar Reddy']"
1920,2008,138,"Horror, Mystery, Romance",6.4,3100,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['Horror', 'Mystery', 'Romance']",0.8555555555555555,0.42990654205607476,0.64,8.03947991910045,"['Rajniesh Duggall', 'Adah Sharma', 'Anjori Alagh']",['Vikram Bhatt'],"['Horror', 'Mystery', 'Romance', 'Rajniesh Duggall', 'Adah Sharma', 'Anjori Alagh', 'Vikram Bhatt']"
1920 London,2016,120,"Horror, Mystery",4.1,1559,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Horror', 'Mystery']",0.9444444444444444,0.37383177570093457,0.41,7.352441100243583,"['Sharman Joshi', 'Meera Chopra', 'Vishal Karwal']",['Dharmendra Suresh Desai'],"['Horror', 'Mystery', 'Sharman Joshi', 'Meera Chopra', 'Vishal Karwal', 'Dharmendra Suresh Desai']"
1920: Evil Returns,2012,124,"Drama, Horror, Romance",4.8,1811,Bhushan Patel,Vicky Ahuja,Tia Bajpai,Tarakesh Chauhan,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Horror', 'Romance']",0.9,0.3862928348909657,0.48,7.502186486602924,"['Vicky Ahuja', 'Tia Bajpai', 'Tarakesh Chauhan']",['Bhushan Patel'],"['Drama', 'Horror', 'Romance', 'Vicky Ahuja', 'Tia Bajpai', 'Tarakesh Chauhan', 'Bhushan Patel']"
1921,2018,144,"Horror, Mystery, Romance",4.5,1069,Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['Horror', 'Mystery', 'Romance']",0.9666666666666667,0.4485981308411215,0.45,6.975413927455952,"['Zareen Khan', 'Karan Kundra', 'Vikram Bhatt']",['Vikram Bhatt'],"['Horror', 'Mystery', 'Romance', 'Zareen Khan', 'Karan Kundra', 'Vikram Bhatt', 'Vikram Bhatt']"
1942: A Love Story,1994,157,"Action, Drama, History",7.2,3223,Vidhu Vinod Chopra,Anil Kapoor,Jackie Shroff,Manisha Koirala,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama', 'History']",0.7,0.48909657320872274,0.72,8.07837810362652,"['Anil Kapoor', 'Jackie Shroff', 'Manisha Koirala']",['Vidhu Vinod Chopra'],"['Action', 'Drama', 'History', 'Anil Kapoor', 'Jackie Shroff', 'Manisha Koirala', 'Vidhu Vinod Chopra']"
1971,2007,136,"Action, Drama, War",8.1,1892,Amrit Sagar,Manoj Bajpayee,Ravi Kishan,Deepak Dobriyal,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Action', 'Drama', 'War']",0.8444444444444444,0.4236760124610592,0.8099999999999999,7.545918151209323,"['Manoj Bajpayee', 'Ravi Kishan', 'Deepak Dobriyal']",['Amrit Sagar'],"['Action', 'Drama', 'War', 'Manoj Bajpayee', 'Ravi Kishan', 'Deepak Dobriyal', 'Amrit Sagar']"
1978: A Teen Night Out,2019,107,Thriller,4.0,20,Aziz Zee,Abuzar Akhtar,Apurva Godbole,Vaishnavi Kadam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller'],0.9777777777777777,0.3333333333333333,0.4,3.044522437723423,"['Abuzar Akhtar', 'Apurva Godbole', 'Vaishnavi Kadam']",['Aziz Zee'],"['Thriller', 'Abuzar Akhtar', 'Apurva Godbole', 'Vaishnavi Kadam', 'Aziz Zee']"
1982 - A Love Marriage,2017,113,Comedy,5.5,106,Prashant Gore,Amitkumar Sharma,Omna,Rita Agarwal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],0.9555555555555556,0.35202492211838005,0.55,4.672828834461906,"['Amitkumar Sharma', 'Omna', 'Rita Agarwal']",['Prashant Gore'],"['Comedy', 'Amitkumar Sharma', 'Omna', 'Rita Agarwal', 'Prashant Gore']"
2 Nights in Soul Valley,2012,80,"Adventure, Horror, Mystery",6.8,21,Harish Sharma,Hemant Pandey,Sumeet Sharma,Sumeet Sharma,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Adventure', 'Horror', 'Mystery']",0.9,0.24922118380062305,0.6799999999999999,3.091042453358316,"['Hemant Pandey', 'Sumeet Sharma', 'Sumeet Sharma']",['Harish Sharma'],"['Adventure', 'Horror', 'Mystery', 'Hemant Pandey', 'Sumeet Sharma', 'Sumeet Sharma', 'Harish Sharma']"
2 October,2003,122,"Action, Crime, Thriller",5.0,33,Sunil Tiwari,Ashutosh Rana,Rocky Verma,Saadhika,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Crime', 'Thriller']",0.8,0.38006230529595014,0.5,3.5263605246161616,"['Ashutosh Rana', 'Rocky Verma', 'Saadhika']",['Sunil Tiwari'],"['Action', 'Crime', 'Thriller', 'Ashutosh Rana', 'Rocky Verma', 'Saadhika', 'Sunil Tiwari']"
2 States,2014,149,"Comedy, Drama, Romance",6.9,24034,Abhishek Varman,Arjun Kapoor,Alia Bhatt,Amrita Singh,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0.9222222222222223,0.46417445482866043,0.6900000000000001,10.08726638032806,"['Arjun Kapoor', 'Alia Bhatt', 'Amrita Singh']",['Abhishek Varman'],"['Comedy', 'Drama', 'Romance', 'Arjun Kapoor', 'Alia Bhatt', 'Amrita Singh', 'Abhishek Varman']"
2.0,2018,148,"Action, Sci-Fi",6.2,21938,S. Shankar,Rajinikanth,Akshay Kumar,Amy Jackson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Action', 'Sci-Fi']",0.9666666666666667,0.46105919003115264,0.62,9.996021153939061,"['Rajinikanth', 'Akshay Kumar', 'Amy Jackson']",['S. Shankar'],"['Action', 'Sci-Fi', 'Rajinikanth', 'Akshay Kumar', 'Amy Jackson', 'S. Shankar']"
2001: Do Hazaar Ek,1998,149,"Crime, Mystery, Thriller",3.5,112,Raj N. Sippy,Jackie Shroff,Dimple Kapadia,Tabu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"['Crime', 'Mystery', 'Thriller']",0.7444444444444445,0.46417445482866043,0.35,4.727387818712341,"['Jackie Shroff', 'Dimple Kapadia', 'Tabu']",['Raj N. Sippy'],"['Crime', 'Mystery', 'Thriller', 'Jackie Shroff', 'Dimple Kapadia', 'Tabu', 'Raj N. Sippy']"
2016 the End,2017,130,Comedy,6.1,94,Jaideep Chopra,Divyendu Sharma,Kiku Sharda,Harshad Chopda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],0.9555555555555556,0.40498442367601245,0.61,4.553876891600541,"['Divyendu Sharma', 'Kiku Sharda', 'Harshad Chopda']",['Jaideep Chopra'],"['Comedy', 'Divyendu Sharma', 'Kiku Sharda', 'Harshad Chopda', 'Jaideep Chopra']"
22 Days,2018,124,Thriller,6.1,8,Shivam Tiwari,Rahul Dev,Shivam Tiwari,Sophia Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller'],0.9666666666666667,0.3862928348909657,0.61,2.1972245773362196,"['Rahul Dev', 'Shivam Tiwari', 'Sophia Singh']",['Shivam Tiwari'],"['Thriller', 'Rahul Dev', 'Shivam Tiwari', 'Sophia Singh', 'Shivam Tiwari']"
22 June 1897,1979,121,"Drama, History",7.7,52,Jayoo Patwardhan,Nachiket Patwardhan,Sadashiv Amrapurkar,Udayan Dixit,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Drama', 'History']",0.5333333333333333,0.37694704049844235,0.77,3.970291913552122,"['Nachiket Patwardhan', 'Sadashiv Amrapurkar', 'Udayan Dixit']",['Jayoo Patwardhan'],"['Drama', 'History', 'Nachiket Patwardhan', 'Sadashiv Amrapurkar', 'Udayan Dixit', 'Jayoo Patwardhan']"
22 Yards,2019,126,Sport,6.1,361,Mitali Ghoshal,Barun Sobti,Amartya Ray,Rajit Kapoor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Sport'],0.9777777777777777,0.3925233644859813,0.61,5.8916442118257715,"['Barun Sobti', 'Amartya Ray', 'Rajit Kapoor']",['Mitali Ghoshal'],"['Sport', 'Barun Sobti', 'Amartya Ray', 'Rajit Kapoor', 'Mitali Ghoshal']"
23rd March 1931: Shaheed,2002,188,"Biography, Drama, History",5.1,642,Guddu Dhanoa,Bobby Deol,Sunny Deol,Amrita Singh,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Biography', 'Drama', 'History']",0.7888888888888889,0.5856697819314641,0.51,6.466144724237619,"['Bobby Deol', 'Sunny Deol', 'Amrita Singh']",['Guddu Dhanoa'],"['Biography', 'Drama', 'History', 'Bobby Deol', 'Sunny Deol', 'Amrita Singh', 'Guddu Dhanoa']"
27 Down,1974,115,Drama,6.9,194,Awtar Krishna Kaul,Sudhir Dalvi,Rakhee Gulzar,Sadhu Meher,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.4777777777777778,0.3582554517133956,0.6900000000000001,5.272999558563747,"['Sudhir Dalvi', 'Rakhee Gulzar', 'Sadhu Meher']",['Awtar Krishna Kaul'],"['Drama', 'Sudhir Dalvi', 'Rakhee Gulzar', 'Sadhu Meher', 'Awtar Krishna Kaul']"
3 AM: A Paranormal Experience,2014,103,"Horror, Romance",5.0,514,Vishal Mahadkar,Salil Acharya,Kavin Dave,Jason Matthew Ethier,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Horror', 'Romance']",0.9222222222222223,0.32087227414330216,0.5,6.244166900663736,"['Salil Acharya', 'Kavin Dave', 'Jason Matthew Ethier']",['Vishal Mahadkar'],"['Horror', 'Romance', 'Salil Acharya', 'Kavin Dave', 'Jason Matthew Ethier', 'Vishal Mahadkar']"
3 Bachelors,2012,114,"Comedy, Romance",3.3,165,Ajai Sinha,Sharman Joshi,Negar Khan,Nigaar Khan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Romance']",0.9,0.35514018691588783,0.32999999999999996,5.111987788356544,"['Sharman Joshi', 'Negar Khan', 'Nigaar Khan']",['Ajai Sinha'],"['Comedy', 'Romance', 'Sharman Joshi', 'Negar Khan', 'Nigaar Khan', 'Ajai Sinha']"
3 Deewarein,2003,115,"Crime, Drama",7.8,2322,Nagesh Kukunoor,Naseeruddin Shah,Jackie Shroff,Juhi Chawla,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Crime', 'Drama']",0.8,0.3582554517133956,0.78,7.750614732770409,"['Naseeruddin Shah', 'Jackie Shroff', 'Juhi Chawla']",['Nagesh Kukunoor'],"['Crime', 'Drama', 'Naseeruddin Shah', 'Jackie Shroff', 'Juhi Chawla', 'Nagesh Kukunoor']"
3 Dev,2019,122,Comedy,6.9,35,Ankush Bhatt,Karan Singh Grover,Ravi Dubey,Kunaal Roy Kapur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy'],0.9777777777777777,0.38006230529595014,0.6900000000000001,3.58351893845611,"['Karan Singh Grover', 'Ravi Dubey', 'Kunaal Roy Kapur']",['Ankush Bhatt'],"['Comedy', 'Karan Singh Grover', 'Ravi Dubey', 'Kunaal Roy Kapur', 'Ankush Bhatt']"
3 Idiots,2009,170,"Comedy, Drama",8.4,357889,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']",0.8666666666666667,0.5295950155763239,0.8400000000000001,12.78798095559819,"['Aamir Khan', 'Madhavan', 'Mona Singh']",['Rajkumar Hirani'],"['Comedy', 'Drama', 'Aamir Khan', 'Madhavan', 'Mona Singh', 'Rajkumar Hirani']"
3 Storeys,2018,100,Drama,6.9,358,Arjun Mukerjee,Aisha Ahmed,Tarun Anand,Richa Chadha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Drama'],0.9666666666666667,0.3115264797507788,0.6900000000000001,5.883322388488279,"['Aisha Ahmed', 'Tarun Anand', 'Richa Chadha']",['Arjun Mukerjee'],"['Drama', 'Aisha Ahmed', 'Tarun Anand', 'Richa Chadha', 'Arjun Mukerjee']"
3.0 Megapixel,2015,99,"Adventure, Drama",4.3,6,Divakar Ghodake,Seema Azmi,Meenal Chirankar,Pooja Kasekar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', 'Drama']",0.9333333333333333,0.308411214953271,0.43,1.9459101490553132,"['Seema Azmi', 'Meenal Chirankar', 'Pooja Kasekar']",['Divakar Ghodake'],"['Adventure', 'Drama', 'Seema Azmi', 'Meenal Chirankar', 'Pooja Kasekar', 'Divakar Ghodake']"
31st October,2015,109,"Action, Drama, History",5.8,238,Shivaji Lotan Patil,Soha Ali Khan,Lakha Lakhwinder Singh,Nagesh Bhonsle,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama', 'History']",0.9333333333333333,0.3395638629283489,0.58,5.476463551931511,"['Soha Ali Khan', 'Lakha Lakhwinder Singh', 'Nagesh Bhonsle']",['Shivaji Lotan Patil'],"['Action', 'Drama', 'History', 'Soha Ali Khan', 'Lakha Lakhwinder Singh', 'Nagesh Bhonsle', 'Shivaji Lotan Patil']"
36 China Town,2006,140,"Comedy, Mystery, Thriller",5.7,4373,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshaye Khanna,Kareena Kapoor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"['Comedy', 'Mystery', 'Thriller']",0.8333333333333334,0.43613707165109034,0.5700000000000001,8.383433201236713,"['Mastan Alibhai Burmawalla', 'Akshaye Khanna', 'Kareena Kapoor']",['Abbas Alibhai Burmawalla'],"['Comedy', 'Mystery', 'Thriller', 'Mastan Alibhai Burmawalla', 'Akshaye Khanna', 'Kareena Kapoor', 'Abbas Alibhai Burmawalla']"
36 Chowringhee Lane,1981,122,"Drama, Romance",7.5,392,Aparna Sen,Jennifer Kendal,Dhritiman Chatterjee,Debashree Roy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Romance']",0.5555555555555556,0.38006230529595014,0.75,5.973809611869261,"['Jennifer Kendal', 'Dhritiman Chatterjee', 'Debashree Roy']",['Aparna Sen'],"['Drama', 'Romance', 'Jennifer Kendal', 'Dhritiman Chatterjee', 'Debashree Roy', 'Aparna Sen']"
376 D,2020,128,"Crime, Thriller",5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']",0.9888888888888889,0.3987538940809969,0.5700000000000001,5.53338948872752,"['Robin Sikarwar', 'Vivek Kumar', 'Deeksha Joshi']",['Gunveen Kaur'],"['Crime', 'Thriller', 'Robin Sikarwar', 'Vivek Kumar', 'Deeksha Joshi', 'Gunveen Kaur']"
